date,population,state_abbr,fips
2016-01-01,1057.816,RI,44
2017-01-01,1056.554,RI,44
2018-01-01,1059.338,RI,44
2019-01-01,1058.158,RI,44
2020-01-01,1096.444,RI,44
2021-01-01,1097.092,RI,44
2022-01-01,1093.842,RI,44
2023-01-01,1095.962,RI,44
2000-01-01,4024.223,SC,45
2001-01-01,4064.995,SC,45
2002-01-01,4107.795,SC,45
2003-01-01,4150.297,SC,45
2004-01-01,4210.921,SC,45
2005-01-01,4270.15,SC,45
2006-01-01,4357.847,SC,45
2007-01-01,4444.11,SC,45
2008-01-01,4528.996,SC,45
2009-01-01,4589.872,SC,45
2010-01-01,4635.846,SC,45
2011-01-01,4672.655,SC,45
2012-01-01,4719.027,SC,45
2013-01-01,4766.469,SC,45
2014-01-01,4826.858,SC,45
2015-01-01,4896.006,SC,45
2016-01-01,4963.031,SC,45
2017-01-01,5027.102,SC,45
2018-01-01,5091.702,SC,45
2019-01-01,5157.702,SC,45
2020-01-01,5132.151,SC,45
2021-01-01,5193.848,SC,45
2022-01-01,5282.955,SC,45
2023-01-01,5373.555,SC,45
2000-01-01,755.844,SD,46
2001-01-01,757.972,SD,46
2002-01-01,760.02,SD,46
2003-01-01,763.729,SD,46
2004-01-01,770.396,SD,46
2005-01-01,775.493,SD,46
2006-01-01,783.033,SD,46
2007-01-01,791.623,SD,46
2008-01-01,799.124,SD,46
2009-01-01,807.067,SD,46
2010-01-01,816.193,SD,46
2011-01-01,823.74,SD,46
2012-01-01,833.859,SD,46
2013-01-01,842.751,SD,46
2014-01-01,849.67,SD,46
2015-01-01,854.663,SD,46
2016-01-01,863.693,SD,46
2017-01-01,873.732,SD,46
2018-01-01,879.386,SD,46
2019-01-01,887.127,SD,46
2020-01-01,887.852,SD,46
2021-01-01,896.299,SD,46
2022-01-01,909.869,SD,46
2023-01-01,919.318,SD,46
2000-01-01,5703.719,TN,47
2001-01-01,5750.789,TN,47
2002-01-01,5795.918,TN,47
2003-01-01,5847.812,TN,47
2004-01-01,5910.809,TN,47
2005-01-01,5991.057,TN,47
2006-01-01,6088.766,TN,47
2007-01-01,6175.727,TN,47
2008-01-01,6247.411,TN,47
2009-01-01,6306.019,TN,47
2010-01-01,6355.518,TN,47
2011-01-01,6400.298,TN,47
2012-01-01,6455.752,TN,47
2013-01-01,6496.943,TN,47
2014-01-01,6544.617,TN,47
2015-01-01,6595.354,TN,47
2016-01-01,6651.277,TN,47
2017-01-01,6714.748,TN,47
2018-01-01,6778.18,TN,47
2019-01-01,6830.325,TN,47
2020-01-01,6926.091,TN,47
2021-01-01,6963.709,TN,47
2022-01-01,7048.976,TN,47
2023-01-01,7126.489,TN,47
2000-01-01,20944.499,TX,48
2001-01-01,21319.622,TX,48
2002-01-01,21690.325,TX,48
2003-01-01,22030.931,TX,48
2004-01-01,22394.023,TX,48
2005-01-01,22778.123,TX,48
2006-01-01,23359.58,TX,48
2007-01-01,23831.983,TX,48
2008-01-01,24309.039,TX,48
2009-01-01,24801.761,TX,48
2010-01-01,25241.897,TX,48
2011-01-01,25645.504,TX,48
2012-01-01,26084.12,TX,48
2013-01-01,26479.646,TX,48
2014-01-01,26963.092,TX,48
2015-01-01,27468.531,TX,48
2016-01-01,27914.064,TX,48
2017-01-01,28291.024,TX,48
2018-01-01,28624.564,TX,48
2019-01-01,28986.794,TX,48
2020-01-01,29234.361,TX,48
2021-01-01,29561.286,TX,48
2022-01-01,30029.848,TX,48
2023-01-01,30503.301,TX,48
2000-01-01,2244.502,UT,49
2001-01-01,2283.715,UT,49
2002-01-01,2324.815,UT,49
2003-01-01,2360.137,UT,49
2004-01-01,2401.58,UT,49
2005-01-01,2457.719,UT,49
2006-01-01,2525.507,UT,49
2007-01-01,2597.746,UT,49
2008-01-01,2663.029,UT,49
2009-01-01,2723.421,UT,49
2010-01-01,2775.413,UT,49
2011-01-01,2814.797,UT,49
2012-01-01,2854.146,UT,49
2013-01-01,2898.773,UT,49
2014-01-01,2938.327,UT,49
2015-01-01,2983.626,UT,49
2016-01-01,3044.241,UT,49
2017-01-01,3103.54,UT,49
2018-01-01,3155.153,UT,49
2019-01-01,3203.383,UT,49
2020-01-01,3283.982,UT,49
2021-01-01,3339.284,UT,49
2022-01-01,3381.236,UT,49
2023-01-01,3417.734,UT,49
2000-01-01,609.618,VT,50
2001-01-01,612.223,VT,50
2002-01-01,615.442,VT,50
2003-01-01,617.858,VT,50
2004-01-01,619.92,VT,50
2005-01-01,621.215,VT,50
2006-01-01,622.892,VT,50
2007-01-01,623.481,VT,50
2008-01-01,624.151,VT,50
2009-01-01,624.817,VT,50
2010-01-01,625.886,VT,50
2011-01-01,627.197,VT,50
2012-01-01,626.361,VT,50
2013-01-01,626.603,VT,50
2014-01-01,625.693,VT,50
2015-01-01,625.81,VT,50
2016-01-01,624.366,VT,50
2017-01-01,625.132,VT,50
2018-01-01,624.802,VT,50
2019-01-01,624.046,VT,50
2020-01-01,642.936,VT,50
2021-01-01,647.093,VT,50
2022-01-01,647.11,VT,50
2023-01-01,647.464,VT,50
2000-01-01,7105.817,VA,51
2001-01-01,7198.362,VA,51
2002-01-01,7286.873,VA,51
2003-01-01,7366.977,VA,51
2004-01-01,7475.575,VA,51
2005-01-01,7577.105,VA,51
2006-01-01,7673.725,VA,51
2007-01-01,7751.0,VA,51
2008-01-01,7833.496,VA,51
2009-01-01,7925.937,VA,51
2010-01-01,8024.004,VA,51
2011-01-01,8102.437,VA,51
2012-01-01,8187.456,VA,51
2013-01-01,8255.861,VA,51
2014-01-01,8315.43,VA,51
2015-01-01,8367.303,VA,51
2016-01-01,8417.651,VA,51
2017-01-01,8471.011,VA,51
2018-01-01,8510.92,VA,51
2019-01-01,8556.642,VA,51
2020-01-01,8637.193,VA,51
2021-01-01,8657.348,VA,51
2022-01-01,8679.099,VA,51
2023-01-01,8715.698,VA,51
2000-01-01,5910.512,WA,53
2001-01-01,5985.722,WA,53
2002-01-01,6052.349,WA,53
2003-01-01,6104.115,WA,53
2004-01-01,6178.645,WA,53
2005-01-01,6257.305,WA,53
2006-01-01,6370.753,WA,53
2007-01-01,6461.587,WA,53
2008-01-01,6562.231,WA,53
2009-01-01,6667.426,WA,53
2010-01-01,6743.009,WA,53
2011-01-01,6827.479,WA,53
2012-01-01,6898.599,WA,53
2013-01-01,6966.252,WA,53
2014-01-01,7057.531,WA,53
2015-01-01,7167.287,WA,53
2016-01-01,7299.961,WA,53
2017-01-01,7427.951,WA,53
2018-01-01,7526.793,WA,53
2019-01-01,7614.024,WA,53
2020-01-01,7724.566,WA,53
2021-01-01,7741.433,WA,53
2022-01-01,7784.477,WA,53
2023-01-01,7812.88,WA,53
2000-01-01,1807.021,WV,54
2001-01-01,1801.481,WV,54
2002-01-01,1805.414,WV,54
2003-01-01,1812.295,WV,54
2004-01-01,1816.438,WV,54
2005-01-01,1820.492,WV,54
2006-01-01,1827.912,WV,54
2007-01-01,1834.052,WV,54
2008-01-01,1840.31,WV,54
2009-01-01,1847.775,WV,54
2010-01-01,1854.265,WV,54
2011-01-01,1856.606,WV,54
2012-01-01,1857.446,WV,54
2013-01-01,1854.768,WV,54
2014-01-01,1850.569,WV,54
2015-01-01,1843.332,WV,54
2016-01-01,1832.435,WV,54
2017-01-01,1818.683,WV,54
2018-01-01,1805.953,WV,54
2019-01-01,1795.263,WV,54
2020-01-01,1791.562,WV,54
2021-01-01,1785.249,WV,54
2022-01-01,1774.035,WV,54
2023-01-01,1770.071,WV,54
2000-01-01,5373.999,WI,55
2001-01-01,5406.835,WI,55
2002-01-01,5445.162,WI,55
2003-01-01,5479.203,WI,55
2004-01-01,5514.026,WI,55
2005-01-01,5546.166,WI,55
2006-01-01,5577.655,WI,55
2007-01-01,5610.775,WI,55
2008-01-01,5640.996,WI,55
2009-01-01,5669.264,WI,55
2010-01-01,5690.538,WI,55
2011-01-01,5705.84,WI,55
2012-01-01,5720.825,WI,55
2013-01-01,5738.012,WI,55
2014-01-01,5753.199,WI,55
2015-01-01,5762.927,WI,55
2016-01-01,5775.17,WI,55
2017-01-01,5793.147,WI,55
2018-01-01,5809.319,WI,55
2019-01-01,5824.581,WI,55
2020-01-01,5896.7,WI,55
2021-01-01,5879.978,WI,55
2022-01-01,5890.543,WI,55
2023-01-01,5910.955,WI,55
2000-01-01,494.3,WY,56
2001-01-01,494.657,WY,56
2002-01-01,500.017,WY,56
2003-01-01,503.453,WY,56
2004-01-01,509.106,WY,56
2005-01-01,514.157,WY,56
2006-01-01,522.667,WY,56
2007-01-01,534.876,WY,56
2008-01-01,546.043,WY,56
2009-01-01,559.851,WY,56
2010-01-01,564.531,WY,56
2011-01-01,567.491,WY,56
2012-01-01,576.656,WY,56
2013-01-01,582.62,WY,56
2014-01-01,583.159,WY,56
2015-01-01,586.389,WY,56
2016-01-01,585.243,WY,56
2017-01-01,579.994,WY,56
2018-01-01,579.054,WY,56
2019-01-01,580.116,WY,56
2020-01-01,577.664,WY,56
2021-01-01,579.548,WY,56
2022-01-01,581.629,WY,56
2023-01-01,584.057,WY,56
